mechanism,missing_rate,imputer,mean_rmse,med_rmse,ac_time,it_time,memory
S1,30,HAT-ADWIN_d_001-c_500-mw_10000,16.47,8.33,449.88,0.0013,2307.01
S1,30,HAT-ADWIN_d_001-c_500-mw_30000,15.85,8.0,501.82,0.0014,2428.87
S2,30,Mean,21.02,22.33,107.75,0.0003,1633.0
S2,30,HT,20.18,16.0,262.41,0.0008,2574.74
S2,30,HAT-ADWIN_d_00001-c_300-mw_10000,22.05,16.0,461.64,0.0014,2298.59
S2,30,HAT-ADWIN_d_00001-c_300-mw_30000,19.77,14.67,507.72,0.0015,2445.83
S2,30,HAT-ADWIN_d_00001-c_400-mw_10000,21.46,16.0,462.04,0.0014,2327.43
S2,30,HAT-ADWIN_d_00001-c_400-mw_30000,19.99,13.67,495.75,0.0015,2427.27
S2,30,HAT-ADWIN_d_00001-c_500-mw_10000,21.54,16.0,450.07,0.0013,2290.11
S2,30,HAT-ADWIN_d_00001-c_500-mw_30000,19.79,15.0,531.19,0.0016,2494.38
S2,30,HAT-ADWIN_d_001-c_300-mw_10000,22.05,16.0,450.13,0.0013,2298.59
S2,30,HAT-ADWIN_d_001-c_300-mw_30000,19.77,14.67,511.79,0.0015,2445.83
S2,30,HAT-ADWIN_d_001-c_400-mw_10000,21.46,16.0,459.05,0.0013,2327.42
S2,30,HAT-ADWIN_d_001-c_400-mw_30000,19.99,13.67,505.72,0.0015,2427.28
S2,30,HAT-ADWIN_d_001-c_500-mw_10000,21.54,16.0,436.54,0.0013,2290.1
S2,30,HAT-ADWIN_d_001-c_500-mw_30000,19.79,15.0,529.86,0.0016,2494.38
S1,30,Mean,16.54,12.0,112.16,0.0003,1633.1
S1,30,HT,16.04,9.33,255.5,0.0007,2583.26
S1,30,HAT-ADWIN_d_00001-c_300-mw_10000,16.96,8.33,430.44,0.0013,2267.15
S1,30,HAT-ADWIN_d_00001-c_300-mw_30000,16.09,8.0,460.39,0.0014,2352.08
S1,30,HAT-ADWIN_d_00001-c_400-mw_10000,16.69,8.33,439.99,0.0013,2286.88
S1,30,HAT-ADWIN_d_00001-c_400-mw_30000,16.23,8.0,471.4,0.0014,2365.92
S1,30,HAT-ADWIN_d_00001-c_500-mw_10000,16.47,8.33,441.45,0.0013,2307.0
S1,30,HAT-ADWIN_d_00001-c_500-mw_30000,15.85,8.0,500.49,0.0014,2428.87
S1,30,HAT-ADWIN_d_001-c_300-mw_10000,16.96,8.33,439.6,0.0013,2267.15
S1,30,HAT-ADWIN_d_001-c_300-mw_30000,16.09,8.0,481.03,0.0014,2352.09
S1,30,HAT-ADWIN_d_001-c_400-mw_10000,16.69,8.33,442.36,0.0013,2286.87
S1,30,HAT-ADWIN_d_001-c_400-mw_30000,16.23,8.0,480.99,0.0014,2365.92
S1,30,HAT-ADWIN_d_001-c_500-mw_10000,16.47,8.33,449.88,0.0013,2307.01
S1,30,HAT-ADWIN_d_001-c_500-mw_30000,15.85,8.0,501.82,0.0014,2428.87
S2,30,Mean,21.02,22.33,107.75,0.0003,1633.0
S2,30,HT,20.18,16.0,262.41,0.0008,2574.74
S2,30,HAT-ADWIN_d_00001-c_300-mw_10000,22.05,16.0,461.64,0.0014,2298.59
S2,30,HAT-ADWIN_d_00001-c_300-mw_30000,19.77,14.67,507.72,0.0015,2445.83
S2,30,HAT-ADWIN_d_00001-c_400-mw_10000,21.46,16.0,462.04,0.0014,2327.43
S2,30,HAT-ADWIN_d_00001-c_400-mw_30000,19.99,13.67,495.75,0.0015,2427.27
S2,30,HAT-ADWIN_d_00001-c_500-mw_10000,21.54,16.0,450.07,0.0013,2290.11
S2,30,HAT-ADWIN_d_00001-c_500-mw_30000,19.79,15.0,531.19,0.0016,2494.38
S2,30,HAT-ADWIN_d_001-c_300-mw_10000,22.05,16.0,450.13,0.0013,2298.59
S2,30,HAT-ADWIN_d_001-c_300-mw_30000,19.77,14.67,511.79,0.0015,2445.83
S2,30,HAT-ADWIN_d_001-c_400-mw_10000,21.46,16.0,459.05,0.0013,2327.42
S2,30,HAT-ADWIN_d_001-c_400-mw_30000,19.99,13.67,505.72,0.0015,2427.28
S2,30,HAT-ADWIN_d_001-c_500-mw_10000,21.54,16.0,436.54,0.0013,2290.1
S2,30,HAT-ADWIN_d_001-c_500-mw_30000,19.79,15.0,529.86,0.0016,2494.38
S3,30,Mean,25.87,28.33,108.24,0.0003,1633.88
S3,30,HT,20.61,19.67,256.45,0.0007,2527.98
S3,30,HAT-ADWIN_d_00001-c_300-mw_10000,22.59,20.0,436.59,0.0013,2270.74
S3,30,HAT-ADWIN_d_00001-c_300-mw_30000,21.18,19.0,492.02,0.0015,2441.79
S3,30,HAT-ADWIN_d_00001-c_400-mw_10000,22.15,18.67,480.65,0.0014,2331.63
S3,30,HAT-ADWIN_d_00001-c_400-mw_30000,20.87,18.33,486.49,0.0014,2426.61
S3,30,HAT-ADWIN_d_00001-c_500-mw_10000,22.17,18.33,440.12,0.0013,2279.11
S3,30,HAT-ADWIN_d_00001-c_500-mw_30000,21.05,18.33,491.83,0.0014,2404.25
S3,30,HAT-ADWIN_d_001-c_300-mw_10000,22.59,20.0,451.4,0.0013,2270.73
S3,30,HAT-ADWIN_d_001-c_300-mw_30000,21.18,19.0,511.86,0.0015,2441.78
S3,30,HAT-ADWIN_d_001-c_400-mw_10000,22.15,18.67,470.51,0.0014,2331.63
S3,30,HAT-ADWIN_d_001-c_400-mw_30000,20.87,18.33,498.3,0.0014,2426.61
S3,30,HAT-ADWIN_d_001-c_500-mw_10000,22.17,18.33,445.14,0.0013,2279.11
S3,30,HAT-ADWIN_d_001-c_500-mw_30000,21.05,18.33,504.95,0.0015,2404.26
S1,30,HAT-ADWIN_d_0002-c_100-mw_10000,15.98,8.0,410.73,0.0012,2258.92
S1,30,HAT-ADWIN_d_0002-c_100-mw_20000,16.07,8.0,435.06,0.0012,2411.06
S1,30,HAT-ADWIN_d_0002-c_100-mw_30000,15.98,7.67,429.15,0.0012,2369.51
S1,30,HAT-ADWIN_d_0002-c_200-mw_10000,17.39,8.33,408.59,0.0012,2283.23
S1,30,HAT-ADWIN_d_0002-c_200-mw_20000,16.18,8.33,408.99,0.0012,2328.93
S1,30,HAT-ADWIN_d_0002-c_200-mw_30000,16.12,8.0,416.89,0.0013,2384.28
S1,30,HAT-ADWIN_d_0002-c_600-mw_10000,16.83,8.0,380.66,0.0011,2289.04
S1,30,HAT-ADWIN_d_0002-c_600-mw_20000,16.7,8.0,384.61,0.0012,2367.13
S1,30,HAT-ADWIN_d_0002-c_600-mw_30000,16.11,8.0,447.7,0.0013,2405.03
S1,30,HAT-ADWIN_d_0002-c_32-mw_10000,15.8,8.0,412.94,0.0012,2291.99
S1,30,HAT-ADWIN_d_0002-c_32-mw_20000,15.95,7.67,481.43,0.0014,2388.88
S1,30,HAT-ADWIN_d_0002-c_32-mw_30000,16.08,8.0,444.08,0.0013,2413.75
S1,30,HAT-ADWIN_d_0002-c_100-mw_10000,15.98,8.0,410.73,0.0012,2258.92
S1,30,HAT-ADWIN_d_0002-c_100-mw_20000,16.07,8.0,435.06,0.0012,2411.06
S1,30,HAT-ADWIN_d_0002-c_100-mw_30000,15.98,7.67,429.15,0.0012,2369.51
S1,30,HAT-ADWIN_d_0002-c_200-mw_10000,17.39,8.33,408.59,0.0012,2283.23
S1,30,HAT-ADWIN_d_0002-c_200-mw_20000,16.18,8.33,408.99,0.0012,2328.93
S1,30,HAT-ADWIN_d_0002-c_200-mw_30000,16.12,8.0,416.89,0.0013,2384.28
S1,30,HAT-ADWIN_d_0002-c_600-mw_10000,16.83,8.0,380.66,0.0011,2289.04
S1,30,HAT-ADWIN_d_0002-c_600-mw_20000,16.7,8.0,384.61,0.0012,2367.13
S1,30,HAT-ADWIN_d_0002-c_600-mw_30000,16.11,8.0,447.7,0.0013,2405.03
S1,30,HAT-ADWIN_d_0002-c_32-mw_10000,15.8,8.0,412.94,0.0012,2291.99
S1,30,HAT-ADWIN_d_0002-c_32-mw_20000,15.95,7.67,481.43,0.0014,2388.88
S1,30,HAT-ADWIN_d_0002-c_32-mw_30000,16.08,8.0,444.08,0.0013,2413.75
S2,30,HAT-ADWIN_d_0002-c_100-mw_10000,22.53,16.33,411.59,0.0012,2274.56
S2,30,HAT-ADWIN_d_0002-c_100-mw_20000,20.9,15.33,408.26,0.0012,2306.75
S2,30,HAT-ADWIN_d_0002-c_100-mw_30000,20.45,15.33,433.63,0.0013,2416.44
S2,30,HAT-ADWIN_d_0002-c_200-mw_10000,22.25,16.67,421.4,0.0013,2321.96
S2,30,HAT-ADWIN_d_0002-c_200-mw_20000,21.54,15.33,422.96,0.0012,2348.71
S2,30,HAT-ADWIN_d_0002-c_200-mw_30000,19.95,15.33,488.82,0.0015,2484.5
S2,30,HAT-ADWIN_d_0002-c_600-mw_10000,21.55,15.33,394.21,0.0012,2287.7
S2,30,HAT-ADWIN_d_0002-c_600-mw_20000,21.19,14.67,427.55,0.0012,2388.0
S2,30,HAT-ADWIN_d_0002-c_600-mw_30000,19.7,15.0,459.48,0.0014,2434.66
S2,30,HAT-ADWIN_d_0002-c_32-mw_10000,21.95,17.0,425.59,0.0012,2284.87
S2,30,HAT-ADWIN_d_0002-c_32-mw_20000,21.07,15.67,471.2,0.0013,2368.09
S2,30,HAT-ADWIN_d_0002-c_32-mw_30000,20.54,15.0,501.35,0.0015,2446.2
S1,30,HAT-ADWIN_d_0002-c_100-mw_10000,15.98,8.0,410.73,0.0012,2258.92
S1,30,HAT-ADWIN_d_0002-c_100-mw_20000,16.07,8.0,435.06,0.0012,2411.06
S1,30,HAT-ADWIN_d_0002-c_100-mw_30000,15.98,7.67,429.15,0.0012,2369.51
S1,30,HAT-ADWIN_d_0002-c_200-mw_10000,17.39,8.33,408.59,0.0012,2283.23
S1,30,HAT-ADWIN_d_0002-c_200-mw_20000,16.18,8.33,408.99,0.0012,2328.93
S1,30,HAT-ADWIN_d_0002-c_200-mw_30000,16.12,8.0,416.89,0.0013,2384.28
S1,30,HAT-ADWIN_d_0002-c_600-mw_10000,16.83,8.0,380.66,0.0011,2289.04
S1,30,HAT-ADWIN_d_0002-c_600-mw_20000,16.7,8.0,384.61,0.0012,2367.13
S1,30,HAT-ADWIN_d_0002-c_600-mw_30000,16.11,8.0,447.7,0.0013,2405.03
S1,30,HAT-ADWIN_d_0002-c_32-mw_10000,15.8,8.0,412.94,0.0012,2291.99
S1,30,HAT-ADWIN_d_0002-c_32-mw_20000,15.95,7.67,481.43,0.0014,2388.88
S1,30,HAT-ADWIN_d_0002-c_32-mw_30000,16.08,8.0,444.08,0.0013,2413.75
S2,30,HAT-ADWIN_d_0002-c_100-mw_10000,22.53,16.33,411.59,0.0012,2274.56
S2,30,HAT-ADWIN_d_0002-c_100-mw_20000,20.9,15.33,408.26,0.0012,2306.75
S2,30,HAT-ADWIN_d_0002-c_100-mw_30000,20.45,15.33,433.63,0.0013,2416.44
S2,30,HAT-ADWIN_d_0002-c_200-mw_10000,22.25,16.67,421.4,0.0013,2321.96
S2,30,HAT-ADWIN_d_0002-c_200-mw_20000,21.54,15.33,422.96,0.0012,2348.71
S2,30,HAT-ADWIN_d_0002-c_200-mw_30000,19.95,15.33,488.82,0.0015,2484.5
S2,30,HAT-ADWIN_d_0002-c_600-mw_10000,21.55,15.33,394.21,0.0012,2287.7
S2,30,HAT-ADWIN_d_0002-c_600-mw_20000,21.19,14.67,427.55,0.0012,2388.0
S2,30,HAT-ADWIN_d_0002-c_600-mw_30000,19.7,15.0,459.48,0.0014,2434.66
S2,30,HAT-ADWIN_d_0002-c_32-mw_10000,21.95,17.0,425.59,0.0012,2284.87
S2,30,HAT-ADWIN_d_0002-c_32-mw_20000,21.07,15.67,471.2,0.0013,2368.09
S2,30,HAT-ADWIN_d_0002-c_32-mw_30000,20.54,15.0,501.35,0.0015,2446.2
S3,30,HAT-ADWIN_d_0002-c_100-mw_10000,21.63,18.67,405.51,0.0012,2297.16
S3,30,HAT-ADWIN_d_0002-c_100-mw_20000,22.16,19.67,453.16,0.0013,2379.17
S3,30,HAT-ADWIN_d_0002-c_100-mw_30000,20.39,18.0,466.49,0.0013,2371.45
S3,30,HAT-ADWIN_d_0002-c_200-mw_10000,24.87,20.33,361.03,0.0011,2269.47
S3,30,HAT-ADWIN_d_0002-c_200-mw_20000,21.93,19.67,434.7,0.0013,2352.08
S3,30,HAT-ADWIN_d_0002-c_200-mw_30000,21.04,18.33,473.35,0.0014,2421.48
S3,30,HAT-ADWIN_d_0002-c_600-mw_10000,21.19,18.0,392.11,0.0012,2324.35
S3,30,HAT-ADWIN_d_0002-c_600-mw_20000,22.22,20.0,449.92,0.0013,2370.11
S3,30,HAT-ADWIN_d_0002-c_600-mw_30000,20.87,18.67,456.03,0.0013,2468.63
S3,30,HAT-ADWIN_d_0002-c_32-mw_10000,23.13,19.0,438.34,0.0012,2283.29
S3,30,HAT-ADWIN_d_0002-c_32-mw_20000,21.41,19.33,408.17,0.0012,2346.62
S3,30,HAT-ADWIN_d_0002-c_32-mw_30000,20.49,17.67,494.15,0.0015,2430.22
S2,30,HAT-ADWIN_d_0002-c_1-mw_10000,21.84,16.67,1031.28,0.0032,2287.3
S2,30,HAT-ADWIN_d_0002-c_1-mw_20000,20.78,16.33,1233.43,0.0038,2355.49
S2,30,HAT-ADWIN_d_0002-c_1-mw_30000,20.99,16.0,1222.95,0.0038,2387.97
S1,30,HAT-ADWIN_d_0002-c_1-mw_10000,15.43,8.0,1054.05,0.0031,2246.18
S1,30,HAT-ADWIN_d_0002-c_1-mw_20000,15.98,8.0,1308.45,0.004,2382.39
S1,30,HAT-ADWIN_d_0002-c_1-mw_30000,16.04,7.67,1192.75,0.0035,2372.94
S3,30,HAT-ADWIN_d_0002-c_1-mw_10000,23.23,19.33,1074.62,0.003,2266.21
S3,30,HAT-ADWIN_d_0002-c_1-mw_20000,20.93,18.67,1133.64,0.0031,2331.2
S3,30,HAT-ADWIN_d_0002-c_1-mw_30000,20.94,18.67,1382.94,0.004,2414.11
