mechanism,missing_rate,imputer,mean_rmse,med_rmse,ac_time,it_time,memory
S1,30,HAT-PH_d_02-t_400-mi_4000,16.64,9.0,378.11,0.001,2279.95
S1,30,HAT-PH_d_02-t_400-mi_5000,17.86,9.0,378.42,0.001,2282.98
S1,30,HAT-PH_d_02-t_500-mi_4000,18.25,9.0,377.27,0.001,2280.69
S1,30,HAT-PH_d_02-t_500-mi_5000,19.46,9.0,378.98,0.001,2286.13
S1,30,HAT-PH_d_02-t_600-mi_4000,20.4,10.0,375.22,0.001,2276.85
S1,30,HAT-PH_d_02-t_600-mi_5000,16.65,8.0,389.02,0.001,2310.37
S1,30,HAT-PH_d_03-t_400-mi_4000,18.54,8.0,376.68,0.001,2282.86
S1,30,HAT-PH_d_03-t_400-mi_5000,16.44,8.0,375.64,0.001,2277.57
S1,30,HAT-PH_d_03-t_500-mi_4000,18.9,9.0,376.27,0.001,2278.84
S1,30,HAT-PH_d_03-t_500-mi_5000,17.99,8.0,381.31,0.001,2285.23
S1,30,HAT-PH_d_03-t_600-mi_4000,19.26,9.0,207.77,0.0006,2279.59
S1,30,HAT-PH_d_03-t_600-mi_5000,18.2,8.0,209.7,0.0006,2292.87
S2,30,HAT-PH_d_01-t_400-mi_4000,25.18,14.0,384.57,0.001,2296.15
S2,30,HAT-PH_d_01-t_400-mi_5000,29.19,16.0,383.02,0.001,2294.56
S2,30,HAT-PH_d_01-t_500-mi_4000,22.04,14.0,378.55,0.001,2287.67
S2,30,HAT-PH_d_01-t_500-mi_5000,23.2,14.0,387.25,0.001,2302.86
S2,30,HAT-PH_d_01-t_600-mi_4000,27.53,15.0,382.96,0.001,2292.86
S2,30,HAT-PH_d_01-t_600-mi_5000,28.29,15.0,385.81,0.001,2297.51
S2,30,HAT-PH_d_02-t_400-mi_4000,24.56,15.0,384.41,0.001,2293.91
S2,30,HAT-PH_d_02-t_400-mi_5000,23.62,14.0,376.3,0.001,2275.66
S2,30,HAT-PH_d_02-t_500-mi_4000,22.93,13.0,382.72,0.001,2287.79
S2,30,HAT-PH_d_02-t_500-mi_5000,24.99,14.0,380.16,0.001,2283.75
S2,30,HAT-PH_d_02-t_600-mi_4000,29.82,17.0,374.41,0.001,2272.33
S2,30,HAT-PH_d_02-t_600-mi_5000,23.74,14.0,377.24,0.001,2280.05
S2,30,HAT-PH_d_03-t_400-mi_4000,29.52,15.0,383.32,0.001,2293.37
S2,30,HAT-PH_d_03-t_400-mi_5000,25.49,15.0,377.19,0.001,2287.07
S2,30,HAT-PH_d_03-t_500-mi_4000,29.18,15.0,370.36,0.001,2270.69
S2,30,HAT-PH_d_03-t_500-mi_5000,26.59,14.0,383.69,0.001,2292.43
S2,30,HAT-PH_d_03-t_600-mi_4000,27.39,16.0,208.86,0.0006,2287.73
S2,30,HAT-PH_d_03-t_600-mi_5000,24.6,16.0,208.16,0.0006,2285.0
S3,30,HAT-PH_d_01-t_400-mi_4000,22.36,16.0,388.41,0.001,2306.43
S3,30,HAT-PH_d_01-t_400-mi_5000,21.32,15.0,391.55,0.0011,2310.39
S3,30,HAT-PH_d_01-t_500-mi_4000,22.35,15.0,384.78,0.001,2301.84
S3,30,HAT-PH_d_01-t_500-mi_5000,18.77,16.0,378.77,0.001,2285.5
S3,30,HAT-PH_d_01-t_600-mi_4000,21.78,16.0,387.72,0.001,2297.63
S3,30,HAT-PH_d_01-t_600-mi_5000,23.68,16.0,385.39,0.001,2299.76
S3,30,HAT-PH_d_02-t_400-mi_4000,24.28,17.0,384.29,0.001,2300.75
S3,30,HAT-PH_d_02-t_400-mi_5000,22.24,15.0,385.23,0.001,2300.96
S3,30,HAT-PH_d_02-t_500-mi_4000,23.46,17.0,378.57,0.001,2283.35
S3,30,HAT-PH_d_02-t_500-mi_5000,21.3,15.0,385.54,0.001,2301.71
S3,30,HAT-PH_d_02-t_600-mi_4000,20.22,16.0,379.83,0.001,2288.91
S3,30,HAT-PH_d_02-t_600-mi_5000,23.41,16.0,385.64,0.001,2297.74
S3,30,HAT-PH_d_03-t_400-mi_4000,27.22,16.0,378.32,0.001,2286.78
S3,30,HAT-PH_d_03-t_400-mi_5000,23.71,16.0,381.24,0.001,2294.04
S3,30,HAT-PH_d_03-t_500-mi_4000,26.25,16.0,380.41,0.001,2287.83
S3,30,HAT-PH_d_03-t_500-mi_5000,24.75,16.0,380.98,0.001,2293.12
S3,30,HAT-PH_d_03-t_600-mi_4000,33.74,20.0,205.62,0.0006,2278.08
S3,30,HAT-PH_d_03-t_600-mi_5000,17.63,14.0,211.26,0.0006,2291.43
S1,30,HAT-PH_d_04-t_400-mi_4000,20.1,9.0,296.98,0.0008,2275.36
S1,30,HAT-PH_d_04-t_400-mi_5000,18.1,9.0,297.96,0.0008,2284.31
S1,30,HAT-PH_d_04-t_500-mi_4000,17.73,9.0,287.91,0.0008,2276.04
S1,30,HAT-PH_d_04-t_500-mi_5000,19.05,8.0,315.12,0.0008,2278.12
S1,30,HAT-PH_d_04-t_600-mi_4000,20.09,10.0,292.23,0.0008,2275.87
S1,30,HAT-PH_d_04-t_600-mi_5000,18.28,9.0,326.65,0.0009,2294.66
S1,30,HAT-PH_d_05-t_400-mi_4000,21.08,9.0,256.07,0.0007,2281.03
S1,30,HAT-PH_d_05-t_400-mi_5000,18.29,8.0,310.67,0.0008,2291.59
S1,30,HAT-PH_d_05-t_500-mi_4000,19.65,10.0,275.05,0.0007,2272.45
S1,30,HAT-PH_d_05-t_500-mi_5000,16.74,8.0,293.36,0.0008,2278.2
S1,30,HAT-PH_d_05-t_600-mi_4000,19.46,9.0,243.03,0.0007,2277.35
S1,30,HAT-PH_d_05-t_600-mi_5000,15.57,8.0,297.87,0.0008,2286.76
S1,30,HAT-PH_d_04-t_400-mi_4000,20.1,9.0,296.98,0.0008,2275.36
S1,30,HAT-PH_d_04-t_400-mi_5000,18.1,9.0,297.96,0.0008,2284.31
S1,30,HAT-PH_d_04-t_500-mi_4000,17.73,9.0,287.91,0.0008,2276.04
S1,30,HAT-PH_d_04-t_500-mi_5000,19.05,8.0,315.12,0.0008,2278.12
S1,30,HAT-PH_d_04-t_600-mi_4000,20.09,10.0,292.23,0.0008,2275.87
S1,30,HAT-PH_d_04-t_600-mi_5000,18.28,9.0,326.65,0.0009,2294.66
S1,30,HAT-PH_d_05-t_400-mi_4000,21.08,9.0,256.07,0.0007,2281.03
S1,30,HAT-PH_d_05-t_400-mi_5000,18.29,8.0,310.67,0.0008,2291.59
S1,30,HAT-PH_d_05-t_500-mi_4000,19.65,10.0,275.05,0.0007,2272.45
S1,30,HAT-PH_d_05-t_500-mi_5000,16.74,8.0,293.36,0.0008,2278.2
S1,30,HAT-PH_d_05-t_600-mi_4000,19.46,9.0,243.03,0.0007,2277.35
S1,30,HAT-PH_d_05-t_600-mi_5000,15.57,8.0,297.87,0.0008,2286.76
S2,30,HAT-PH_d_04-t_400-mi_4000,32.27,18.0,302.22,0.0008,2280.15
S2,30,HAT-PH_d_04-t_400-mi_5000,27.71,16.0,305.2,0.0008,2290.87
S2,30,HAT-PH_d_04-t_500-mi_4000,27.59,15.0,320.77,0.0009,2281.28
S2,30,HAT-PH_d_04-t_500-mi_5000,32.73,17.0,300.52,0.0008,2289.49
S2,30,HAT-PH_d_04-t_600-mi_4000,24.04,14.0,255.02,0.0007,2292.6
S2,30,HAT-PH_d_04-t_600-mi_5000,25.93,15.0,286.89,0.0008,2294.98
S2,30,HAT-PH_d_05-t_400-mi_4000,30.35,18.0,283.03,0.0008,2272.7
S2,30,HAT-PH_d_05-t_400-mi_5000,33.95,19.0,304.08,0.0008,2277.16
S2,30,HAT-PH_d_05-t_500-mi_4000,29.45,15.0,319.76,0.0009,2284.89
S2,30,HAT-PH_d_05-t_500-mi_5000,28.45,17.0,249.38,0.0007,2282.76
S2,30,HAT-PH_d_05-t_600-mi_4000,24.75,15.0,288.75,0.0008,2276.24
S2,30,HAT-PH_d_05-t_600-mi_5000,23.95,14.0,308.16,0.0008,2282.29
S1,30,HAT-PH_d_04-t_400-mi_4000,20.1,9.0,296.98,0.0008,2275.36
S1,30,HAT-PH_d_04-t_400-mi_5000,18.1,9.0,297.96,0.0008,2284.31
S1,30,HAT-PH_d_04-t_500-mi_4000,17.73,9.0,287.91,0.0008,2276.04
S1,30,HAT-PH_d_04-t_500-mi_5000,19.05,8.0,315.12,0.0008,2278.12
S1,30,HAT-PH_d_04-t_600-mi_4000,20.09,10.0,292.23,0.0008,2275.87
S1,30,HAT-PH_d_04-t_600-mi_5000,18.28,9.0,326.65,0.0009,2294.66
S1,30,HAT-PH_d_05-t_400-mi_4000,21.08,9.0,256.07,0.0007,2281.03
S1,30,HAT-PH_d_05-t_400-mi_5000,18.29,8.0,310.67,0.0008,2291.59
S1,30,HAT-PH_d_05-t_500-mi_4000,19.65,10.0,275.05,0.0007,2272.45
S1,30,HAT-PH_d_05-t_500-mi_5000,16.74,8.0,293.36,0.0008,2278.2
S1,30,HAT-PH_d_05-t_600-mi_4000,19.46,9.0,243.03,0.0007,2277.35
S1,30,HAT-PH_d_05-t_600-mi_5000,15.57,8.0,297.87,0.0008,2286.76
S2,30,HAT-PH_d_04-t_400-mi_4000,32.27,18.0,302.22,0.0008,2280.15
S2,30,HAT-PH_d_04-t_400-mi_5000,27.71,16.0,305.2,0.0008,2290.87
S2,30,HAT-PH_d_04-t_500-mi_4000,27.59,15.0,320.77,0.0009,2281.28
S2,30,HAT-PH_d_04-t_500-mi_5000,32.73,17.0,300.52,0.0008,2289.49
S2,30,HAT-PH_d_04-t_600-mi_4000,24.04,14.0,255.02,0.0007,2292.6
S2,30,HAT-PH_d_04-t_600-mi_5000,25.93,15.0,286.89,0.0008,2294.98
S2,30,HAT-PH_d_05-t_400-mi_4000,30.35,18.0,283.03,0.0008,2272.7
S2,30,HAT-PH_d_05-t_400-mi_5000,33.95,19.0,304.08,0.0008,2277.16
S2,30,HAT-PH_d_05-t_500-mi_4000,29.45,15.0,319.76,0.0009,2284.89
S2,30,HAT-PH_d_05-t_500-mi_5000,28.45,17.0,249.38,0.0007,2282.76
S2,30,HAT-PH_d_05-t_600-mi_4000,24.75,15.0,288.75,0.0008,2276.24
S2,30,HAT-PH_d_05-t_600-mi_5000,23.95,14.0,308.16,0.0008,2282.29
S3,30,HAT-PH_d_04-t_400-mi_4000,21.05,16.0,249.42,0.0007,2295.87
S3,30,HAT-PH_d_04-t_400-mi_5000,27.34,17.0,291.8,0.0008,2291.94
S3,30,HAT-PH_d_04-t_500-mi_4000,22.54,16.0,283.68,0.0008,2271.27
S3,30,HAT-PH_d_04-t_500-mi_5000,21.87,15.0,271.09,0.0007,2289.79
S3,30,HAT-PH_d_04-t_600-mi_4000,26.38,18.0,321.44,0.0009,2278.61
S3,30,HAT-PH_d_04-t_600-mi_5000,27.24,17.0,270.14,0.0007,2303.4
S3,30,HAT-PH_d_05-t_400-mi_4000,26.37,15.0,308.32,0.0008,2282.64
S3,30,HAT-PH_d_05-t_400-mi_5000,28.59,17.0,303.6,0.0008,2294.54
S3,30,HAT-PH_d_05-t_500-mi_4000,26.18,17.0,303.52,0.0008,2288.55
S3,30,HAT-PH_d_05-t_500-mi_5000,24.97,16.0,307.98,0.0008,2295.66
S3,30,HAT-PH_d_05-t_600-mi_4000,20.2,14.0,315.46,0.0008,2289.29
S3,30,HAT-PH_d_05-t_600-mi_5000,17.88,14.0,295.55,0.0008,2305.71
S1,30,HAT-PH_d_05-t_700-mi_5000,16.34,8.0,301.54,0.0008,2289.68
S1,30,HAT-PH_d_05-t_700-mi_6000,17.59,9.0,308.92,0.0008,2306.99
S1,30,HAT-PH_d_05-t_800-mi_5000,15.31,8.0,240.27,0.0006,2297.85
S1,30,HAT-PH_d_05-t_800-mi_6000,19.69,9.0,293.39,0.0008,2308.9
S1,30,HAT-PH_d_05-t_900-mi_5000,16.37,8.0,305.5,0.0008,2292.88
S1,30,HAT-PH_d_05-t_900-mi_6000,21.83,9.0,281.65,0.0008,2295.8
S1,30,HAT-PH_d_06-t_700-mi_5000,18.08,9.0,238.57,0.0006,2290.22
S1,30,HAT-PH_d_06-t_700-mi_6000,20.93,9.0,318.26,0.0009,2298.79
S1,30,HAT-PH_d_06-t_800-mi_5000,17.44,8.0,306.16,0.0008,2284.23
S1,30,HAT-PH_d_06-t_800-mi_6000,18.74,9.0,311.11,0.0008,2290.29
S1,30,HAT-PH_d_06-t_900-mi_5000,18.14,9.0,262.3,0.0007,2323.47
S1,30,HAT-PH_d_06-t_900-mi_6000,19.47,9.0,246.65,0.0007,2300.48
S1,30,HAT-PH_d_05-t_700-mi_5000,16.34,8.0,301.54,0.0008,2289.68
S1,30,HAT-PH_d_05-t_700-mi_6000,17.59,9.0,308.92,0.0008,2306.99
S1,30,HAT-PH_d_05-t_800-mi_5000,15.31,8.0,240.27,0.0006,2297.85
S1,30,HAT-PH_d_05-t_800-mi_6000,19.69,9.0,293.39,0.0008,2308.9
S1,30,HAT-PH_d_05-t_900-mi_5000,16.37,8.0,305.5,0.0008,2292.88
S1,30,HAT-PH_d_05-t_900-mi_6000,21.83,9.0,281.65,0.0008,2295.8
S1,30,HAT-PH_d_06-t_700-mi_5000,18.08,9.0,238.57,0.0006,2290.22
S1,30,HAT-PH_d_06-t_700-mi_6000,20.93,9.0,318.26,0.0009,2298.79
S1,30,HAT-PH_d_06-t_800-mi_5000,17.44,8.0,306.16,0.0008,2284.23
S1,30,HAT-PH_d_06-t_800-mi_6000,18.74,9.0,311.11,0.0008,2290.29
S1,30,HAT-PH_d_06-t_900-mi_5000,18.14,9.0,262.3,0.0007,2323.47
S1,30,HAT-PH_d_06-t_900-mi_6000,19.47,9.0,246.65,0.0007,2300.48
S2,30,HAT-PH_d_05-t_700-mi_5000,22.31,15.0,338.41,0.0009,2300.4
S2,30,HAT-PH_d_05-t_700-mi_6000,22.95,14.0,279.22,0.0008,2297.05
S2,30,HAT-PH_d_05-t_800-mi_5000,27.55,14.0,305.11,0.0008,2291.95
S2,30,HAT-PH_d_05-t_800-mi_6000,21.96,15.0,250.11,0.0007,2304.24
S2,30,HAT-PH_d_05-t_900-mi_5000,24.91,15.0,290.67,0.0008,2291.06
S2,30,HAT-PH_d_05-t_900-mi_6000,22.81,16.0,292.1,0.0008,2288.83
S2,30,HAT-PH_d_06-t_700-mi_5000,26.16,15.0,258.3,0.0007,2283.8
S2,30,HAT-PH_d_06-t_700-mi_6000,24.61,16.0,291.1,0.0008,2303.06
S2,30,HAT-PH_d_06-t_800-mi_5000,25.65,15.0,315.57,0.0008,2301.04
S2,30,HAT-PH_d_06-t_800-mi_6000,24.29,16.0,296.21,0.0008,2302.07
S2,30,HAT-PH_d_06-t_900-mi_5000,22.39,14.0,324.22,0.0009,2304.33
S2,30,HAT-PH_d_06-t_900-mi_6000,20.75,14.0,292.94,0.0008,2302.31
S1,30,HAT-PH_d_05-t_700-mi_5000,16.34,8.0,301.54,0.0008,2289.68
S1,30,HAT-PH_d_05-t_700-mi_6000,17.59,9.0,308.92,0.0008,2306.99
S1,30,HAT-PH_d_05-t_800-mi_5000,15.31,8.0,240.27,0.0006,2297.85
S1,30,HAT-PH_d_05-t_800-mi_6000,19.69,9.0,293.39,0.0008,2308.9
S1,30,HAT-PH_d_05-t_900-mi_5000,16.37,8.0,305.5,0.0008,2292.88
S1,30,HAT-PH_d_05-t_900-mi_6000,21.83,9.0,281.65,0.0008,2295.8
S1,30,HAT-PH_d_06-t_700-mi_5000,18.08,9.0,238.57,0.0006,2290.22
S1,30,HAT-PH_d_06-t_700-mi_6000,20.93,9.0,318.26,0.0009,2298.79
S1,30,HAT-PH_d_06-t_800-mi_5000,17.44,8.0,306.16,0.0008,2284.23
S1,30,HAT-PH_d_06-t_800-mi_6000,18.74,9.0,311.11,0.0008,2290.29
S1,30,HAT-PH_d_06-t_900-mi_5000,18.14,9.0,262.3,0.0007,2323.47
S1,30,HAT-PH_d_06-t_900-mi_6000,19.47,9.0,246.65,0.0007,2300.48
S2,30,HAT-PH_d_05-t_700-mi_5000,22.31,15.0,338.41,0.0009,2300.4
S2,30,HAT-PH_d_05-t_700-mi_6000,22.95,14.0,279.22,0.0008,2297.05
S2,30,HAT-PH_d_05-t_800-mi_5000,27.55,14.0,305.11,0.0008,2291.95
S2,30,HAT-PH_d_05-t_800-mi_6000,21.96,15.0,250.11,0.0007,2304.24
S2,30,HAT-PH_d_05-t_900-mi_5000,24.91,15.0,290.67,0.0008,2291.06
S2,30,HAT-PH_d_05-t_900-mi_6000,22.81,16.0,292.1,0.0008,2288.83
S2,30,HAT-PH_d_06-t_700-mi_5000,26.16,15.0,258.3,0.0007,2283.8
S2,30,HAT-PH_d_06-t_700-mi_6000,24.61,16.0,291.1,0.0008,2303.06
S2,30,HAT-PH_d_06-t_800-mi_5000,25.65,15.0,315.57,0.0008,2301.04
S2,30,HAT-PH_d_06-t_800-mi_6000,24.29,16.0,296.21,0.0008,2302.07
S2,30,HAT-PH_d_06-t_900-mi_5000,22.39,14.0,324.22,0.0009,2304.33
S2,30,HAT-PH_d_06-t_900-mi_6000,20.75,14.0,292.94,0.0008,2302.31
S3,30,HAT-PH_d_05-t_700-mi_5000,23.35,16.0,309.45,0.0008,2297.46
S3,30,HAT-PH_d_05-t_700-mi_6000,17.44,13.0,262.18,0.0007,2294.0
S3,30,HAT-PH_d_05-t_800-mi_5000,21.05,14.0,299.33,0.0008,2299.28
S3,30,HAT-PH_d_05-t_800-mi_6000,23.26,15.0,270.72,0.0007,2306.08
S3,30,HAT-PH_d_05-t_900-mi_5000,24.37,16.0,307.6,0.0008,2291.01
S3,30,HAT-PH_d_05-t_900-mi_6000,22.6,17.0,305.1,0.0008,2295.33
S3,30,HAT-PH_d_06-t_700-mi_5000,25.13,16.0,295.13,0.0008,2295.57
S3,30,HAT-PH_d_06-t_700-mi_6000,24.4,18.0,317.84,0.0009,2296.65
S3,30,HAT-PH_d_06-t_800-mi_5000,25.14,16.0,232.85,0.0006,2293.34
S3,30,HAT-PH_d_06-t_800-mi_6000,23.47,16.0,319.91,0.0009,2311.94
S3,30,HAT-PH_d_06-t_900-mi_5000,27.16,18.0,255.38,0.0007,2312.95
S3,30,HAT-PH_d_06-t_900-mi_6000,23.73,16.0,304.16,0.0008,2308.56
S1,30,HAT-PH_d_05-t_700-mi_7000,13.77,7.0,325.16,0.0009,2332.76
S1,30,HAT-PH_d_05-t_700-mi_8000,14.72,8.0,329.49,0.0009,2343.84
S1,30,HAT-PH_d_05-t_800-mi_7000,15.06,8.0,323.08,0.0009,2318.92
S1,30,HAT-PH_d_05-t_800-mi_8000,19.51,8.0,297.34,0.0008,2313.58
S1,30,HAT-PH_d_06-t_700-mi_7000,17.04,9.0,273.01,0.0007,2309.55
S1,30,HAT-PH_d_06-t_700-mi_8000,17.95,9.0,297.11,0.0008,2305.73
S1,30,HAT-PH_d_06-t_800-mi_7000,16.33,9.0,296.73,0.0008,2310.96
S1,30,HAT-PH_d_06-t_800-mi_8000,14.84,8.0,317.7,0.0009,2323.93
S1,30,HAT-PH_d_07-t_700-mi_7000,17.27,9.0,311.2,0.0008,2318.24
S1,30,HAT-PH_d_07-t_700-mi_8000,17.44,10.0,308.71,0.0008,2344.05
S1,30,HAT-PH_d_07-t_800-mi_7000,17.1,9.0,286.64,0.0008,2305.86
S1,30,HAT-PH_d_07-t_800-mi_8000,17.75,8.0,295.09,0.0008,2302.33
S1,30,HAT-PH_d_05-t_700-mi_7000,13.77,7.0,325.16,0.0009,2332.76
S1,30,HAT-PH_d_05-t_700-mi_8000,14.72,8.0,329.49,0.0009,2343.84
S1,30,HAT-PH_d_05-t_800-mi_7000,15.06,8.0,323.08,0.0009,2318.92
S1,30,HAT-PH_d_05-t_800-mi_8000,19.51,8.0,297.34,0.0008,2313.58
S1,30,HAT-PH_d_06-t_700-mi_7000,17.04,9.0,273.01,0.0007,2309.55
S1,30,HAT-PH_d_06-t_700-mi_8000,17.95,9.0,297.11,0.0008,2305.73
S1,30,HAT-PH_d_06-t_800-mi_7000,16.33,9.0,296.73,0.0008,2310.96
S1,30,HAT-PH_d_06-t_800-mi_8000,14.84,8.0,317.7,0.0009,2323.93
S1,30,HAT-PH_d_07-t_700-mi_7000,17.27,9.0,311.2,0.0008,2318.24
S1,30,HAT-PH_d_07-t_700-mi_8000,17.44,10.0,308.71,0.0008,2344.05
S1,30,HAT-PH_d_07-t_800-mi_7000,17.1,9.0,286.64,0.0008,2305.86
S1,30,HAT-PH_d_07-t_800-mi_8000,17.75,8.0,295.09,0.0008,2302.33
S2,30,HAT-PH_d_05-t_700-mi_7000,22.37,16.0,309.37,0.0008,2303.23
S2,30,HAT-PH_d_05-t_700-mi_8000,19.12,12.0,308.18,0.0008,2332.24
S2,30,HAT-PH_d_05-t_800-mi_7000,19.26,14.0,294.5,0.0008,2302.38
S2,30,HAT-PH_d_05-t_800-mi_8000,22.75,14.0,307.42,0.0008,2314.4
S2,30,HAT-PH_d_06-t_700-mi_7000,19.03,14.0,325.86,0.0009,2308.15
S2,30,HAT-PH_d_06-t_700-mi_8000,17.83,12.0,311.98,0.0008,2308.16
S2,30,HAT-PH_d_06-t_800-mi_7000,23.6,16.0,329.39,0.0009,2315.3
S2,30,HAT-PH_d_06-t_800-mi_8000,22.84,14.0,297.0,0.0008,2297.66
S2,30,HAT-PH_d_07-t_700-mi_7000,23.21,17.0,304.11,0.0008,2297.97
S2,30,HAT-PH_d_07-t_700-mi_8000,19.88,13.0,283.8,0.0008,2297.5
S2,30,HAT-PH_d_07-t_800-mi_7000,24.68,15.0,294.02,0.0008,2305.9
S2,30,HAT-PH_d_07-t_800-mi_8000,17.08,12.0,319.55,0.0009,2338.4
S1,30,HAT-PH_d_05-t_700-mi_7000,13.77,7.0,325.16,0.0009,2332.76
S1,30,HAT-PH_d_05-t_700-mi_8000,14.72,8.0,329.49,0.0009,2343.84
S1,30,HAT-PH_d_05-t_800-mi_7000,15.06,8.0,323.08,0.0009,2318.92
S1,30,HAT-PH_d_05-t_800-mi_8000,19.51,8.0,297.34,0.0008,2313.58
S1,30,HAT-PH_d_06-t_700-mi_7000,17.04,9.0,273.01,0.0007,2309.55
S1,30,HAT-PH_d_06-t_700-mi_8000,17.95,9.0,297.11,0.0008,2305.73
S1,30,HAT-PH_d_06-t_800-mi_7000,16.33,9.0,296.73,0.0008,2310.96
S1,30,HAT-PH_d_06-t_800-mi_8000,14.84,8.0,317.7,0.0009,2323.93
S1,30,HAT-PH_d_07-t_700-mi_7000,17.27,9.0,311.2,0.0008,2318.24
S1,30,HAT-PH_d_07-t_700-mi_8000,17.44,10.0,308.71,0.0008,2344.05
S1,30,HAT-PH_d_07-t_800-mi_7000,17.1,9.0,286.64,0.0008,2305.86
S1,30,HAT-PH_d_07-t_800-mi_8000,17.75,8.0,295.09,0.0008,2302.33
S2,30,HAT-PH_d_05-t_700-mi_7000,22.37,16.0,309.37,0.0008,2303.23
S2,30,HAT-PH_d_05-t_700-mi_8000,19.12,12.0,308.18,0.0008,2332.24
S2,30,HAT-PH_d_05-t_800-mi_7000,19.26,14.0,294.5,0.0008,2302.38
S2,30,HAT-PH_d_05-t_800-mi_8000,22.75,14.0,307.42,0.0008,2314.4
S2,30,HAT-PH_d_06-t_700-mi_7000,19.03,14.0,325.86,0.0009,2308.15
S2,30,HAT-PH_d_06-t_700-mi_8000,17.83,12.0,311.98,0.0008,2308.16
S2,30,HAT-PH_d_06-t_800-mi_7000,23.6,16.0,329.39,0.0009,2315.3
S2,30,HAT-PH_d_06-t_800-mi_8000,22.84,14.0,297.0,0.0008,2297.66
S2,30,HAT-PH_d_07-t_700-mi_7000,23.21,17.0,304.11,0.0008,2297.97
S2,30,HAT-PH_d_07-t_700-mi_8000,19.88,13.0,283.8,0.0008,2297.5
S2,30,HAT-PH_d_07-t_800-mi_7000,24.68,15.0,294.02,0.0008,2305.9
S2,30,HAT-PH_d_07-t_800-mi_8000,17.08,12.0,319.55,0.0009,2338.4
S3,30,HAT-PH_d_05-t_700-mi_7000,23.7,15.0,279.72,0.0008,2319.33
S3,30,HAT-PH_d_05-t_700-mi_8000,22.72,15.0,297.89,0.0008,2334.67
S3,30,HAT-PH_d_05-t_800-mi_7000,20.85,16.0,312.71,0.0008,2301.98
S3,30,HAT-PH_d_05-t_800-mi_8000,22.3,16.0,287.3,0.0008,2326.55
S3,30,HAT-PH_d_06-t_700-mi_7000,18.66,15.0,323.9,0.0009,2339.79
S3,30,HAT-PH_d_06-t_700-mi_8000,18.16,14.0,322.39,0.0009,2319.89
S3,30,HAT-PH_d_06-t_800-mi_7000,22.76,15.0,308.58,0.0008,2332.67
S3,30,HAT-PH_d_06-t_800-mi_8000,18.62,17.0,305.05,0.0008,2319.57
S3,30,HAT-PH_d_07-t_700-mi_7000,22.62,16.0,308.9,0.0008,2318.59
S3,30,HAT-PH_d_07-t_700-mi_8000,20.09,15.0,296.4,0.0008,2320.16
S3,30,HAT-PH_d_07-t_800-mi_7000,19.48,15.0,322.96,0.0009,2334.67
S3,30,HAT-PH_d_07-t_800-mi_8000,19.32,15.0,325.41,0.0009,2319.29
S1,30,HAT-PH_d_05-t_700-mi_9000,17.15,9.0,321.09,0.0009,2317.89
S1,30,HAT-PH_d_05-t_700-mi_10000,14.95,8.0,327.67,0.0009,2349.38
S1,30,HAT-PH_d_05-t_800-mi_9000,16.34,8.0,246.39,0.0007,2313.94
S1,30,HAT-PH_d_05-t_800-mi_10000,15.22,8.0,306.9,0.0008,2355.86
S1,30,HAT-PH_d_06-t_700-mi_9000,18.4,8.0,310.74,0.0008,2313.85
S1,30,HAT-PH_d_06-t_700-mi_10000,14.8,8.0,345.08,0.0009,2351.54
S1,30,HAT-PH_d_06-t_800-mi_9000,16.02,9.0,295.35,0.0008,2311.38
S1,30,HAT-PH_d_06-t_800-mi_10000,16.55,8.0,288.49,0.0008,2361.36
S1,30,HAT-PH_d_07-t_700-mi_9000,15.85,9.0,301.16,0.0008,2350.81
S1,30,HAT-PH_d_07-t_700-mi_10000,15.75,8.0,325.42,0.0009,2323.2
S1,30,HAT-PH_d_07-t_800-mi_9000,17.06,8.0,272.2,0.0007,2335.51
S1,30,HAT-PH_d_07-t_800-mi_10000,15.1,8.0,300.87,0.0008,2342.93
S1,30,HAT-PH_d_05-t_700-mi_9000,17.15,9.0,321.09,0.0009,2317.89
S1,30,HAT-PH_d_05-t_700-mi_10000,14.95,8.0,327.67,0.0009,2349.38
S1,30,HAT-PH_d_05-t_800-mi_9000,16.34,8.0,246.39,0.0007,2313.94
S1,30,HAT-PH_d_05-t_800-mi_10000,15.22,8.0,306.9,0.0008,2355.86
S1,30,HAT-PH_d_06-t_700-mi_9000,18.4,8.0,310.74,0.0008,2313.85
S1,30,HAT-PH_d_06-t_700-mi_10000,14.8,8.0,345.08,0.0009,2351.54
S1,30,HAT-PH_d_06-t_800-mi_9000,16.02,9.0,295.35,0.0008,2311.38
S1,30,HAT-PH_d_06-t_800-mi_10000,16.55,8.0,288.49,0.0008,2361.36
S1,30,HAT-PH_d_07-t_700-mi_9000,15.85,9.0,301.16,0.0008,2350.81
S1,30,HAT-PH_d_07-t_700-mi_10000,15.75,8.0,325.42,0.0009,2323.2
S1,30,HAT-PH_d_07-t_800-mi_9000,17.06,8.0,272.2,0.0007,2335.51
S1,30,HAT-PH_d_07-t_800-mi_10000,15.1,8.0,300.87,0.0008,2342.93
S2,30,HAT-PH_d_05-t_700-mi_9000,19.72,13.0,311.87,0.0008,2318.57
S2,30,HAT-PH_d_05-t_700-mi_10000,15.53,12.0,306.97,0.0008,2362.19
S2,30,HAT-PH_d_05-t_800-mi_9000,21.4,13.0,326.65,0.0009,2328.6
